P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,Gabriel Hughes (43854788),Gabriel Hughes,43854788,P,5500,LAD@COL 08/17/2026 08:40PM ET,COL,7.79
,,,,,,,,,,,RP,Tanner Gordon (43854789),Tanner Gordon,43854789,P,5500,LAD@COL 08/17/2026 08:40PM ET,COL,7.85
,,,,,,,,,,,SP,Pierson Ohl (43854790),Pierson Ohl,43854790,P,5500,LAD@COL 08/17/2026 08:40PM ET,COL,0
,,,,,,,,,,,SP,Sean Sullivan (43854791),Sean Sullivan,43854791,P,5500,LAD@COL 08/17/2026 08:40PM ET,COL,1.89
,,,,,,,,,,,RP,Jose Quintana (43854792),Jose Quintana,43854792,P,5500,LAD@COL 08/17/2026 08:40PM ET,COL,6.05
,,,,,,,,,,,SP,Michael Lorenzen (43854793),Michael Lorenzen,43854793,P,5500,LAD@COL 08/17/2026 08:40PM ET,COL,4.48
,,,,,,,,,,,C,Dillon Dingler (43854292),Dillon Dingler,43854292,C,5500,DET@PIT 08/17/2026 07:05PM ET,DET,8.36
,,,,,,,,,,,RP,Yilber Diaz (43854781),Yilber Diaz,43854781,P,5500,DET@PIT 08/17/2026 07:05PM ET,DET,-5.12
,,,,,,,,,,,RP,Ty Madden (43854782),Ty Madden,43854782,P,5500,DET@PIT 08/17/2026 07:05PM ET,DET,7.83
,,,,,,,,,,,RP,Sawyer Gipson-Long (43854783),Sawyer Gipson-Long,43854783,P,5500,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,OF,Seiya Suzuki (43854293),Seiya Suzuki,43854293,OF,5500,CWS@CHC 08/17/2026 08:05PM ET,CHC,8.83
,,,,,,,,,,,OF,Mickey Moniak (43854294),Mickey Moniak,43854294,OF,5400,LAD@COL 08/17/2026 08:40PM ET,COL,7.65
,,,,,,,,,,,1B,Munetaka Murakami (43854295),Munetaka Murakami,43854295,1B,5400,CWS@CHC 08/17/2026 08:05PM ET,CWS,9.38
,,,,,,,,,,,OF,Fernando Tatis Jr. (43854296),Fernando Tatis Jr.,43854296,OF,5400,SD@NYM 08/17/2026 07:10PM ET,SD,8.61
,,,,,,,,,,,OF,Corbin Carroll (43854297),Corbin Carroll,43854297,OF,5300,ARI@BOS 08/17/2026 07:10PM ET,ARI,8.92
,,,,,,,,,,,1B,Matt Olson (43854299),Matt Olson,43854299,1B,5300,ATL@MIN 08/17/2026 07:40PM ET,ATL,9.29
,,,,,,,,,,,OF,Jake McCarthy (43854298),Jake McCarthy,43854298,OF,5300,LAD@COL 08/17/2026 08:40PM ET,COL,8.50
,,,,,,,,,,,OF,Byron Buxton (43854300),Byron Buxton,43854300,OF,5200,ATL@MIN 08/17/2026 07:40PM ET,MIN,9.16
,,,,,,,,,,,OF,Tyler Soderstrom (43854301),Tyler Soderstrom,43854301,OF,5200,ATH@KC 08/17/2026 07:40PM ET,ATH,7.69
,,,,,,,,,,,OF,Oneil Cruz (43854504),Oneil Cruz,43854504,OF,5200,DET@PIT 08/17/2026 07:05PM ET,PIT,10.39
,,,,,,,,,,,1B/3B,Miguel Vargas (43854302),Miguel Vargas,43854302,1B/3B,5200,CWS@CHC 08/17/2026 08:05PM ET,CWS,9.10
,,,,,,,,,,,OF,Wilyer Abreu (43854306),Wilyer Abreu,43854306,OF,5100,ARI@BOS 08/17/2026 07:10PM ET,BOS,8.26
,,,,,,,,,,,OF,Kyle Tucker (43854305),Kyle Tucker,43854305,OF,5100,LAD@COL 08/17/2026 08:40PM ET,LAD,6.97
,,,,,,,,,,,2B,Brandon Lowe (43854304),Brandon Lowe,43854304,2B,5100,DET@PIT 08/17/2026 07:05PM ET,PIT,8.53
,,,,,,,,,,,C,Drake Baldwin (43854310),Drake Baldwin,43854310,C,5000,ATL@MIN 08/17/2026 07:40PM ET,ATL,8.50
,,,,,,,,,,,1B,Jac Caglianone (43854307),Jac Caglianone,43854307,1B,5000,ATH@KC 08/17/2026 07:40PM ET,KC,7.49
,,,,,,,,,,,3B/SS,Kevin McGonigle (43854308),Kevin McGonigle,43854308,3B/SS,5000,DET@PIT 08/17/2026 07:05PM ET,DET,8.37
,,,,,,,,,,,SS,Mookie Betts (43854311),Mookie Betts,43854311,SS,4900,LAD@COL 08/17/2026 08:40PM ET,LAD,6.86
,,,,,,,,,,,OF,Bryan Reynolds (43854313),Bryan Reynolds,43854313,OF,4900,DET@PIT 08/17/2026 07:05PM ET,PIT,8.32
,,,,,,,,,,,3B,Alex Bregman (43854312),Alex Bregman,43854312,3B,4900,CWS@CHC 08/17/2026 08:05PM ET,CHC,7.69
,,,,,,,,,,,2B,Ketel Marte (43854316),Ketel Marte,43854316,2B,4800,ARI@BOS 08/17/2026 07:10PM ET,ARI,7.92
,,,,,,,,,,,OF/SS,Cole Carrigg (43854314),Cole Carrigg,43854314,SS/OF,4800,LAD@COL 08/17/2026 08:40PM ET,COL,8.38
,,,,,,,,,,,1B,TJ Rumfield (43854317),TJ Rumfield,43854317,1B,4800,LAD@COL 08/17/2026 08:40PM ET,COL,7.19
,,,,,,,,,,,1B,Willson Contreras (43854318),Willson Contreras,43854318,1B,4700,ARI@BOS 08/17/2026 07:10PM ET,BOS,8.55
,,,,,,,,,,,C,Ryan Jeffers (43854319),Ryan Jeffers,43854319,C,4700,ATL@MIN 08/17/2026 07:40PM ET,MIN,8.24
,,,,,,,,,,,2B/OF,Tommy Edman (43854320),Tommy Edman,43854320,2B/OF,4700,LAD@COL 08/17/2026 08:40PM ET,LAD,6.63
,,,,,,,,,,,1B,Nick Kurtz (43854505),Nick Kurtz,43854505,1B,4700,ATH@KC 08/17/2026 07:40PM ET,ATH,9.22
,,,,,,,,,,,3B,Manny Machado (43854322),Manny Machado,43854322,3B,4700,SD@NYM 08/17/2026 07:10PM ET,SD,7.19
,,,,,,,,,,,2B/OF,Kody Clemens (43854325),Kody Clemens,43854325,2B/OF,4600,ATL@MIN 08/17/2026 07:40PM ET,MIN,7.5
,,,,,,,,,,,OF,Teoscar Hernandez (43854323),Teoscar Hernandez,43854323,OF,4600,LAD@COL 08/17/2026 08:40PM ET,LAD,6.5
,,,,,,,,,,,C,Eduardo Valencia (43854324),Eduardo Valencia,43854324,C,4600,DET@PIT 08/17/2026 07:05PM ET,DET,9.42
,,,,,,,,,,,OF,Ceddanne Rafaela (43854328),Ceddanne Rafaela,43854328,OF,4500,ARI@BOS 08/17/2026 07:10PM ET,BOS,8.15
,,,,,,,,,,,OF,Michael Harris II (43854333),Michael Harris II,43854333,OF,4500,ATL@MIN 08/17/2026 07:40PM ET,ATL,7.72
,,,,,,,,,,,1B/2B,Royce Lewis (43854334),Royce Lewis,43854334,1B/2B,4500,ATL@MIN 08/17/2026 07:40PM ET,MIN,7.59
,,,,,,,,,,,C,Will Smith (43854506),Will Smith,43854506,C,4500,LAD@COL 08/17/2026 08:40PM ET,LAD,6.21
,,,,,,,,,,,C,Carter Jensen (43854327),Carter Jensen,43854327,C,4500,ATH@KC 08/17/2026 07:40PM ET,KC,6.49
,,,,,,,,,,,3B/OF,Zack Gelof (43854330),Zack Gelof,43854330,3B/OF,4500,ATH@KC 08/17/2026 07:40PM ET,ATH,7.94
,,,,,,,,,,,1B,Michael Busch (43854332),Michael Busch,43854332,1B,4500,CWS@CHC 08/17/2026 08:05PM ET,CHC,7.26
,,,,,,,,,,,SS,Francisco Lindor (43854329),Francisco Lindor,43854329,SS,4500,SD@NYM 08/17/2026 07:10PM ET,NYM,7.90
,,,,,,,,,,,OF,Roman Anthony (43854507),Roman Anthony,43854507,OF,4400,ARI@BOS 08/17/2026 07:10PM ET,BOS,6.1
,,,,,,,,,,,2B/3B,Willi Castro (43854336),Willi Castro,43854336,2B/3B,4400,LAD@COL 08/17/2026 08:40PM ET,COL,7.18
,,,,,,,,,,,1B/C,Endy Rodriguez (43854508),Endy Rodriguez,43854508,C/1B,4400,DET@PIT 08/17/2026 07:05PM ET,PIT,7.22
,,,,,,,,,,,C,Gabriel Moreno (43854342),Gabriel Moreno,43854342,C,4300,ARI@BOS 08/17/2026 07:10PM ET,ARI,8.02
,,,,,,,,,,,C,Dalton Rushing (43854512),Dalton Rushing,43854512,C,4300,LAD@COL 08/17/2026 08:40PM ET,LAD,6.39
,,,,,,,,,,,C,Shea Langeliers (43854511),Shea Langeliers,43854511,C,4300,ATH@KC 08/17/2026 07:40PM ET,ATH,8.56
,,,,,,,,,,,OF,Riley Greene (43854510),Riley Greene,43854510,OF,4300,DET@PIT 08/17/2026 07:05PM ET,DET,7.59
,,,,,,,,,,,1B,Ryan O'Hearn (43854513),Ryan O'Hearn,43854513,1B,4300,DET@PIT 08/17/2026 07:05PM ET,PIT,7.95
,,,,,,,,,,,2B,Nico Hoerner (43854338),Nico Hoerner,43854338,2B,4300,CWS@CHC 08/17/2026 08:05PM ET,CHC,7.31
,,,,,,,,,,,OF,Ian Happ (43854341),Ian Happ,43854341,OF,4300,CWS@CHC 08/17/2026 08:05PM ET,CHC,7.29
,,,,,,,,,,,3B/SS,Colson Montgomery (43854343),Colson Montgomery,43854343,3B/SS,4300,CWS@CHC 08/17/2026 08:05PM ET,CWS,7.36
,,,,,,,,,,,3B,Bo Bichette (43854339),Bo Bichette,43854339,3B,4300,SD@NYM 08/17/2026 07:10PM ET,NYM,6.84
,,,,,,,,,,,OF,Jackson Merrill (43854340),Jackson Merrill,43854340,OF,4300,SD@NYM 08/17/2026 07:10PM ET,SD,7.98
,,,,,,,,,,,2B,Ozzie Albies (43854346),Ozzie Albies,43854346,2B,4200,ATL@MIN 08/17/2026 07:40PM ET,ATL,7.35
,,,,,,,,,,,SS,Jacob Wilson (43854345),Jacob Wilson,43854345,SS,4200,ATH@KC 08/17/2026 07:40PM ET,ATH,6.74
,,,,,,,,,,,3B/SS,Maikel Garcia (43854514),Maikel Garcia,43854514,3B/SS,4200,ATH@KC 08/17/2026 07:40PM ET,KC,6.84
,,,,,,,,,,,SS,Geraldo Perdomo (43854349),Geraldo Perdomo,43854349,SS,4100,ARI@BOS 08/17/2026 07:10PM ET,ARI,7.39
,,,,,,,,,,,2B,Gleyber Torres (43854347),Gleyber Torres,43854347,2B,4100,DET@PIT 08/17/2026 07:05PM ET,DET,7.73
,,,,,,,,,,,OF,Esmerlyn Valdez (43854348),Esmerlyn Valdez,43854348,OF,4100,DET@PIT 08/17/2026 07:05PM ET,PIT,8.73
,,,,,,,,,,,C,Adley Rutschman (43854354),Adley Rutschman,43854354,C,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,7.17
,,,,,,,,,,,3B,Nolan Arenado (43854356),Nolan Arenado,43854356,3B,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,7.09
,,,,,,,,,,,2B/3B,Curtis Mead (43854517),Curtis Mead,43854517,2B/3B,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,7.80
,,,,,,,,,,,RP,Raymond Burgos (43854804),Raymond Burgos,43854804,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,7.83
,,,,,,,,,,,RP,Blake Walston (43854810),Blake Walston,43854810,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,0
,,,,,,,,,,,RP,Greg Weissert (43854836),Greg Weissert,43854836,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,2.67
,,,,,,,,,,,RP,Andrew Hoffmann (43854846),Andrew Hoffmann,43854846,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,2.08
,,,,,,,,,,,RP,Kade Strowd (43854854),Kade Strowd,43854854,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,-0.15
,,,,,,,,,,,RP,Jonathan Loaisiga (43854866),Jonathan Loaisiga,43854866,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,2.56
,,,,,,,,,,,RP,Andrew Saalfrank (43854872),Andrew Saalfrank,43854872,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,0
,,,,,,,,,,,RP,Tyler Samaniego (43854875),Tyler Samaniego,43854875,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,2.43
,,,,,,,,,,,RP,Juan Burgos (43854890),Juan Burgos,43854890,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,0.8
,,,,,,,,,,,RP,Justin Slaten (43854897),Justin Slaten,43854897,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,2.74
,,,,,,,,,,,RP,Brandyn Garcia (43854900),Brandyn Garcia,43854900,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,2.92
,,,,,,,,,,,RP,Alec Gamboa (43854903),Alec Gamboa,43854903,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,4.98
,,,,,,,,,,,RP,Justin Martinez (43854906),Justin Martinez,43854906,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,0
,,,,,,,,,,,RP,A.J. Puk (43854911),A.J. Puk,43854911,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,0
,,,,,,,,,,,RP,Tyron Guerrero (43854934),Tyron Guerrero,43854934,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,3.18
,,,,,,,,,,,RP,Juan Morillo (43854936),Juan Morillo,43854936,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,3.42
,,,,,,,,,,,RP,Aroldis Chapman (43854939),Aroldis Chapman,43854939,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,3.70
,,,,,,,,,,,RP,Kevin Ginkel (43854941),Kevin Ginkel,43854941,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,2.88
,,,,,,,,,,,RP,Zack Kelly (43854942),Zack Kelly,43854942,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,2.21
,,,,,,,,,,,RP,Erik Miller (43854946),Erik Miller,43854946,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,3.48
,,,,,,,,,,,RP,Jovani Moran (43854954),Jovani Moran,43854954,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,4.60
,,,,,,,,,,,RP,Ryan Thompson (43854960),Ryan Thompson,43854960,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,1.91
,,,,,,,,,,,RP,Taylor Clarke (43854961),Taylor Clarke,43854961,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,2.42
,,,,,,,,,,,RP,Philip Abner (43854962),Philip Abner,43854962,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,1.38
,,,,,,,,,,,RP,Garrett Whitlock (43854976),Garrett Whitlock,43854976,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,3.95
,,,,,,,,,,,RP,Drey Jameson (43854978),Drey Jameson,43854978,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,2.86
,,,,,,,,,,,RP,Joe La Sorsa (43854985),Joe La Sorsa,43854985,P,4000,ARI@BOS 08/17/2026 07:10PM ET,BOS,0.15
,,,,,,,,,,,RP,Dennis Santana (43859359),Dennis Santana,43859359,P,4000,ARI@BOS 08/17/2026 07:10PM ET,ARI,1.84
,,,,,,,,,,,RP,Grant Hartwig (43854812),Grant Hartwig,43854812,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,0
,,,,,,,,,,,RP,Joe Jimenez (43854816),Joe Jimenez,43854816,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,0
,,,,,,,,,,,RP,A.J. Minter (43854822),A.J. Minter,43854822,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,2.91
,,,,,,,,,,,RP,Andrew Morris (43854852),Andrew Morris,43854852,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,3.40
,,,,,,,,,,,RP,Rolddy Munoz (43854855),Rolddy Munoz,43854855,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,0.9
,,,,,,,,,,,RP,Jeff Hoffman (43854860),Jeff Hoffman,43854860,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,3.76
,,,,,,,,,,,RP,Garrett Acton (43854861),Garrett Acton,43854861,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,7.05
,,,,,,,,,,,RP,Brent Suter (43854869),Brent Suter,43854869,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,3.80
,,,,,,,,,,,RP,Hayden Harris (43854870),Hayden Harris,43854870,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,0
,,,,,,,,,,,RP,Eric Orze (43854871),Eric Orze,43854871,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,2.28
,,,,,,,,,,,RP,Tyler Kinley (43854876),Tyler Kinley,43854876,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,2.70
,,,,,,,,,,,RP,Danny Young (43854881),Danny Young,43854881,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,1.07
,,,,,,,,,,,RP,Cole Sands (43854882),Cole Sands,43854882,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,1.42
,,,,,,,,,,,RP,James Karinchak (43854883),James Karinchak,43854883,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,3.15
,,,,,,,,,,,RP,Tyler Uberstine (43854884),Tyler Uberstine,43854884,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,5.6
,,,,,,,,,,,RP,Dan Altavilla (43854886),Dan Altavilla,43854886,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,0
,,,,,,,,,,,RP,Taylor Rogers (43854924),Taylor Rogers,43854924,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,2.12
,,,,,,,,,,,RP,Woo Suk Go (43854925),Woo Suk Go,43854925,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,1.25
,,,,,,,,,,,RP,Dylan Lee (43854932),Dylan Lee,43854932,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,4.11
,,,,,,,,,,,RP,Robert Suarez (43854938),Robert Suarez,43854938,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,3.86
,,,,,,,,,,,SP,Duncan Davitt (43854940),Duncan Davitt,43854940,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,1.35
,,,,,,,,,,,RP,Anthony Banda (43854951),Anthony Banda,43854951,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,2.18
,,,,,,,,,,,RP,Tommy Nance (43854965),Tommy Nance,43854965,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,3.05
,,,,,,,,,,,RP,Travis Adams (43854975),Travis Adams,43854975,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,3.42
,,,,,,,,,,,RP,Kody Funderburk (43854982),Kody Funderburk,43854982,P,4000,ATL@MIN 08/17/2026 07:40PM ET,MIN,2.75
,,,,,,,,,,,RP,Dylan Dodd (43854990),Dylan Dodd,43854990,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,3.98
,,,,,,,,,,,RP,Raisel Iglesias (43854991),Raisel Iglesias,43854991,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,3.09
,,,,,,,,,,,RP,Ray Kerr (43859358),Ray Kerr,43859358,P,4000,ATL@MIN 08/17/2026 07:40PM ET,ATL,0
,,,,,,,,,,,RP,Brusdar Graterol (43854798),Brusdar Graterol,43854798,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,RP,Eiberson Castellano (43854799),Eiberson Castellano,43854799,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,7.75
,,,,,,,,,,,RP,RJ Petit (43854802),RJ Petit,43854802,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,0
,,,,,,,,,,,RP,Jake Cousins (43854807),Jake Cousins,43854807,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,RP,Ronan Kopp (43854815),Ronan Kopp,43854815,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,RP,Blas Castano (43854817),Blas Castano,43854817,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,4.85
,,,,,,,,,,,SP,McCade Brown (43854818),McCade Brown,43854818,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,0
,,,,,,,,,,,RP,Seth Halvorsen (43854819),Seth Halvorsen,43854819,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,1.83
,,,,,,,,,,,RP,Jimmy Herget (43854827),Jimmy Herget,43854827,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,1.73
,,,,,,,,,,,RP,Paul Gervase (43854832),Paul Gervase,43854832,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,5.51
,,,,,,,,,,,RP,Tanner Scott (43854840),Tanner Scott,43854840,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,3.52
,,,,,,,,,,,RP,Jonathan Hernandez (43854847),Jonathan Hernandez,43854847,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,3.04
,,,,,,,,,,,RP,Parker Mushinski (43854853),Parker Mushinski,43854853,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,0.71
,,,,,,,,,,,RP,Will Klein (43854868),Will Klein,43854868,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,3.58
,,,,,,,,,,,RP,Juan Mejia (43854877),Juan Mejia,43854877,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,2.40
,,,,,,,,,,,RP,Jack Dreyer (43854878),Jack Dreyer,43854878,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,3.62
,,,,,,,,,,,RP,TJ Shook (43854879),TJ Shook,43854879,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,1.54
,,,,,,,,,,,RP,Edgardo Henriquez (43854885),Edgardo Henriquez,43854885,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,3.30
,,,,,,,,,,,RP,Brock Stewart (43854889),Brock Stewart,43854889,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,3.31
,,,,,,,,,,,RP,Kyle Hurt (43854892),Kyle Hurt,43854892,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,3.36
,,,,,,,,,,,RP,Blake Treinen (43854895),Blake Treinen,43854895,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,2.78
,,,,,,,,,,,RP,Jaden Hill (43854909),Jaden Hill,43854909,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,1.81
,,,,,,,,,,,RP,Welinton Herrera (43854928),Welinton Herrera,43854928,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,2.48
,,,,,,,,,,,RP,Alex Vesia (43854929),Alex Vesia,43854929,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,2.75
,,,,,,,,,,,RP,Charlie Barnes (43854956),Charlie Barnes,43854956,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,1.25
,,,,,,,,,,,RP,Edwin Diaz (43854968),Edwin Diaz,43854968,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,1.65
,,,,,,,,,,,RP,Jordan Romano (43854972),Jordan Romano,43854972,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,2.12
,,,,,,,,,,,RP,Brennan Bernardino (43854984),Brennan Bernardino,43854984,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,2.22
,,,,,,,,,,,RP,Jeff Criswell (43854986),Jeff Criswell,43854986,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,2.27
,,,,,,,,,,,RP,Evan Phillips (43854987),Evan Phillips,43854987,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,1.83
,,,,,,,,,,,RP,Ben Casparius (43854988),Ben Casparius,43854988,P,4000,LAD@COL 08/17/2026 08:40PM ET,LAD,0.5
,,,,,,,,,,,RP,Nick Frasso (43854992),Nick Frasso,43854992,P,4000,LAD@COL 08/17/2026 08:40PM ET,COL,3.05
,,,,,,,,,,,1B,Vinnie Pasquantino (43854516),Vinnie Pasquantino,43854516,1B,4000,ATH@KC 08/17/2026 07:40PM ET,KC,6.46
,,,,,,,,,,,SP,Henry Baez (43854797),Henry Baez,43854797,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,0
,,,,,,,,,,,SP,Braden Nett (43854805),Braden Nett,43854805,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,0
,,,,,,,,,,,RP,James McArthur (43854806),James McArthur,43854806,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,0
,,,,,,,,,,,SP,Steven Zobac (43854808),Steven Zobac,43854808,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,0
,,,,,,,,,,,RP,Carlos Duran (43854820),Carlos Duran,43854820,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,0
,,,,,,,,,,,RP,Lucas Erceg (43854823),Lucas Erceg,43854823,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,1.45
,,,,,,,,,,,RP,Elvis Alvarado (43854829),Elvis Alvarado,43854829,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,3.40
,,,,,,,,,,,RP,Easton McGee (43854830),Easton McGee,43854830,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,1.15
,,,,,,,,,,,RP,Alex Lange (43854833),Alex Lange,43854833,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,2.24
,,,,,,,,,,,RP,Beck Way (43854839),Beck Way,43854839,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,2.93
,,,,,,,,,,,RP,Connor Seabold (43854864),Connor Seabold,43854864,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,2.08
,,,,,,,,,,,RP,Hayden Juenger (43854874),Hayden Juenger,43854874,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,0.38
,,,,,,,,,,,RP,Jose Cuas (43854880),Jose Cuas,43854880,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,3.72
,,,,,,,,,,,RP,Matt Strahm (43854891),Matt Strahm,43854891,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,1.56
,,,,,,,,,,,RP,Justin Sterner (43854894),Justin Sterner,43854894,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,1.97
,,,,,,,,,,,RP,Drew Rom (43854905),Drew Rom,43854905,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,4.83
,,,,,,,,,,,RP,Craig Kimbrel (43854918),Craig Kimbrel,43854918,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,2.27
,,,,,,,,,,,RP,Steven Cruz (43854926),Steven Cruz,43854926,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,3.16
,,,,,,,,,,,RP,Brooks Kriske (43854930),Brooks Kriske,43854930,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,4.1
,,,,,,,,,,,RP,Nick Mears (43854931),Nick Mears,43854931,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,2.00
,,,,,,,,,,,RP,Scott Blewett (43854933),Scott Blewett,43854933,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,2.73
,,,,,,,,,,,RP,John Schreiber (43854937),John Schreiber,43854937,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,1.87
,,,,,,,,,,,RP,Nate Pearson (43854945),Nate Pearson,43854945,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,3.29
